gisco_id,name,registered,turnout,invalid,blank,VVD,PvdA,D66,SP,CDA,PVV,GL,PvdD,50PLUS,CU-SGP,Artikel50,PPNL,AeuP,DG,Ikkiesvooreerlijk.eu,AeE,LDP,Jezus Leeft,IQ
NL_1680,Aa en Hunze,20275,8535,10,27,1483,1459,1288,906,876,702,626,454,358,214,38,24,20,20,11,6,6,5,2
NL_0738,Aalburg,9587,4258,13,8,305,145,173,197,690,599,46,67,91,1855,16,10,12,2,3,3,3,20,0
NL_0358,Aalsmeer,22495,8572,14,32,1767,631,1265,479,1435,1171,326,349,330,548,64,71,31,19,7,6,5,19,3
NL_0197,Aalten,20835,7726,13,19,729,571,711,867,2622,649,337,260,265,568,29,26,15,16,11,2,10,6,0
NL_0059,Achtkarspelen,21483,7274,10,21,461,874,364,641,1979,964,179,140,227,1281,31,32,19,8,4,3,2,33,2
NL_0482,Alblasserdam,14721,6213,9,6,456,559,487,506,756,827,134,179,158,2005,28,28,18,2,2,2,2,47,4
NL_0613,Albrandswaard,18897,7136,18,19,1211,527,1007,540,914,1438,233,350,235,478,45,38,37,4,7,7,10,15,3
NL_0361,Alkmaar,73020,29297,67,132,2987,3657,5256,3307,2584,3398,2963,1972,1343,667,193,396,90,100,60,29,41,48,7
NL_0141,Almelo,54230,16641,59,41,1503,1736,2157,1890,3583,2509,762,537,562,943,63,111,50,25,28,21,21,36,4
NL_0034,Almere,140571,42849,153,171,5276,4419,7421,4645,2787,8108,2706,2625,1504,1419,391,610,189,105,74,40,58,121,27
NL_0484,Alphen aan den Rijn,80990,32697,73,149,4497,2508,5048,2518,5364,4215,1879,1263,1118,3255,197,270,90,37,49,20,39,99,9
NL_1723,Alphen-Chaam,7608,3016,4,11,520,167,395,226,857,353,126,94,186,17,9,21,7,6,5,5,5,6,0
NL_0060,Ameland,2741,1417,2,8,227,212,129,77,377,160,68,64,26,41,6,6,11,2,0,0,2,0,0
NL_0307,Amersfoort,110844,46322,85,175,5296,4328,9605,4083,4839,4337,4549,2003,892,4974,232,433,87,111,75,42,55,102,19
NL_0362,Amstelveen,59318,25826,58,99,4640,2546,5688,1800,2484,2655,2088,1325,1103,673,165,234,79,66,28,11,38,35,11
NL_0363,Amsterdam,581485,207313,860,816,19657,29626,51510,19555,8476,16415,33772,12741,3521,2772,1126,3863,372,1155,322,140,306,238,70
NL_0200,Apeldoorn,122999,46272,83,118,5697,4393,7464,3982,6252,4849,3032,2175,1498,5703,240,290,139,97,53,28,66,104,9
NL_0003,Appingedam,9643,3075,7,20,236,448,303,517,499,403,92,135,162,201,13,14,10,2,3,2,2,5,3
NL_0202,Arnhem,115207,38956,97,110,3855,4237,8149,4825,3004,4211,4466,2289,1110,1443,221,515,93,133,74,22,38,53,11
NL_0106,Assen,51429,19567,36,72,1885,2778,2858,2326,2191,1717,1274,828,560,2592,78,143,91,48,16,9,18,42,5
NL_0743,Asten,12689,5113,19,18,498,236,455,419,1030,586,166,123,1451,28,25,13,14,8,7,5,5,5,2
NL_0744,Baarle-Nassau,5292,1835,7,4,218,81,195,155,570,316,60,63,127,11,6,5,6,5,0,0,2,3,2
NL_0308,Baarn,19063,8717,20,39,1409,621,1658,519,1291,949,695,412,302,585,56,61,33,21,9,8,13,12,4
NL_0489,Barendrecht,34942,13259,21,43,1790,855,1818,934,1924,2273,533,585,429,1781,69,90,33,11,20,8,9,29,4
NL_0203,Barneveld,39350,19180,31,29,1651,540,1054,785,3596,1926,337,259,406,8285,63,65,28,16,19,10,8,69,3
NL_0005,Bedum,8170,3603,12,11,229,435,380,330,821,228,223,124,104,645,9,28,3,9,4,3,3,3,3
NL_0888,Beek,13278,5018,12,23,475,329,831,503,1033,1041,181,168,301,43,19,27,8,3,5,4,4,4,4
NL_0370,Beemster,7046,3012,5,6,657,297,444,200,486,353,184,151,108,32,24,28,14,12,5,3,2,2,0
NL_0889,Beesel,10647,3553,9,14,295,260,283,394,887,864,139,93,216,30,29,17,8,4,5,2,0,3,2
NL_0007,Bellingwedde,7303,2814,5,8,298,402,241,534,287,464,184,160,76,94,10,19,7,10,4,3,3,5,0
NL_0491,Bergambacht,7598,3849,8,5,516,289,382,233,514,430,120,118,82,1097,15,13,7,3,3,0,7,8,3
NL_1724,Bergeijk,14280,4929,4,18,574,300,550,471,1560,675,171,156,316,41,28,28,18,6,5,3,0,2,3
NL_0893,Bergen (L.),10452,3279,5,16,267,171,239,492,887,690,120,90,230,19,6,19,13,5,2,2,3,2,2
NL_0373,Bergen (NH.),24202,10859,29,31,1785,976,2115,767,1305,1244,1039,736,431,141,79,67,40,32,15,4,5,14,4
NL_0748,Bergen op Zoom,50870,15982,29,68,2280,1346,2432,1534,2108,3240,666,666,984,216,114,107,41,32,21,16,26,48,8
NL_1859,Berkelland,35115,14392,21,46,1676,1428,1619,1526,4684,1309,665,407,518,269,33,93,20,19,20,8,19,7,5
NL_1721,Bernheze,22605,7538,12,7,845,398,1036,1113,2368,807,253,167,382,44,21,48,11,11,4,2,5,3,2
NL_0568,Bernisse,9945,3961,13,22,598,279,501,344,674,703,133,180,160,250,20,28,15,8,6,7,6,18,6
NL_0753,Best,21721,7521,18,28,1176,542,1148,705,1217,961,310,273,716,275,36,61,14,15,11,4,4,4,3
NL_0209,Beuningen,19824,6604,25,19,952,645,1114,892,962,901,395,199,325,75,23,33,9,10,8,4,6,4,3
NL_0375,Beverwijk,29569,9232,34,45,987,994,1466,979,907,1717,625,524,526,154,53,100,44,15,15,7,14,22,4
NL_0585,Binnenmaas,22824,9420,13,28,1318,761,1028,677,1462,1583,295,382,293,1376,58,52,31,16,9,7,2,28,2
NL_1728,Bladel,15370,4933,6,18,656,312,541,508,1419,670,196,155,338,28,11,19,22,11,6,4,10,2,2
NL_0376,Blaricum,7164,3446,3,10,882,238,702,199,465,388,145,145,132,84,17,13,6,5,4,4,6,4,0
NL_0377,Bloemendaal,16872,9043,28,23,2209,647,2383,324,1128,634,647,489,202,154,45,46,6,23,11,5,30,7,2
NL_1901,Bodegraven-Reeuwijk,25061,11498,22,23,1655,551,1323,513,2428,1334,491,288,291,2356,50,71,25,10,10,8,12,36,8
NL_0755,Boekel,7652,2618,12,8,393,125,228,312,793,321,79,89,208,16,4,14,4,4,0,5,2,0,2
NL_NLZZBO,Bonaire,11225,1349,28,44,200,80,281,58,113,60,32,31,25,20,4,6,2,2,343,2,7,8,5
NL_1681,Borger-Odoorn,20508,7526,14,15,984,1067,853,866,1130,961,337,382,301,409,27,52,33,30,8,4,11,39,3
NL_0147,Borne,16894,6366,14,11,671,600,844,667,2094,568,347,157,162,138,32,30,12,5,5,2,3,3,2
NL_0654,Borsele,17181,7378,20,16,677,442,619,515,1466,826,261,200,205,1991,31,40,20,11,7,5,12,12,2
NL_0756,Boxmeer,22037,8972,12,39,979,481,972,2151,2182,976,354,222,361,86,41,48,11,21,7,6,8,14,6
NL_0757,Boxtel,23274,7920,18,58,944,651,1323,1087,1551,916,452,271,411,76,29,66,13,13,7,7,10,8,9
NL_0758,Breda,137999,46123,102,167,7803,3879,8985,5100,5833,5499,3500,1962,1589,555,248,477,107,97,68,30,55,54,13
NL_0501,Brielle,12958,4835,11,27,782,438,596,622,629,884,191,240,169,137,37,34,12,2,10,2,4,6,3
NL_1876,Bronckhorst,29412,11818,24,35,1811,1115,1453,938,3320,1076,618,393,400,458,34,57,22,16,7,5,20,15,5
NL_0213,Brummen,16745,6127,15,10,933,816,902,624,962,741,344,276,209,172,19,37,16,20,5,7,8,9,2
NL_0899,Brunssum,23281,7220,18,27,542,566,549,1218,901,2204,211,355,382,122,18,40,18,9,7,4,4,16,9
NL_0312,Bunnik,11202,5910,11,18,808,581,1151,323,967,404,871,244,142,277,23,33,6,24,6,3,5,8,5
NL_0313,Bunschoten,15017,5556,12,5,314,114,205,125,1191,660,57,84,104,2540,39,29,7,4,4,2,4,54,2
NL_0214,Buren,20109,7971,8,25,1290,848,982,519,1067,1312,260,321,297,858,30,40,25,46,9,9,13,11,9
NL_0381,Bussum,24270,10849,21,34,2211,898,2709,577,1123,927,848,530,362,298,70,108,38,35,6,10,22,18,4
NL_0502,Capelle aan den IJssel,50632,17246,44,67,1911,1424,2458,1649,1498,3197,619,867,599,2510,84,124,33,39,18,14,15,68,8
NL_0383,Castricum,27076,12104,30,38,1792,1245,2352,1092,1776,1141,1141,618,438,180,56,97,27,31,14,6,17,9,4
NL_0109,Coevorden,28017,10210,21,24,1593,1437,1110,981,2040,1278,365,368,409,373,52,44,39,22,9,8,9,24,4
NL_1706,Cranendonck,16013,5197,15,14,626,314,598,546,1055,1100,150,177,457,45,23,27,13,6,9,4,7,11,0
NL_0611,Cromstrijen,10205,4183,5,6,572,395,518,365,610,669,103,138,162,565,17,21,16,7,4,2,2,6,0
NL_1684,Cuijk,18939,6747,11,20,860,474,949,1181,1316,854,314,228,364,45,24,39,20,23,7,5,3,8,2
NL_0216,Culemborg,20575,8281,14,26,996,900,1439,630,919,1094,981,352,246,461,49,61,17,61,7,9,6,13,0
NL_0148,Dalfsen,21194,8674,11,18,869,585,780,509,2934,638,310,206,240,1467,13,23,14,8,10,10,8,18,3
NL_1891,Dantumadiel,14856,5448,16,7,239,550,266,498,1524,639,159,130,149,1175,24,16,15,8,4,2,2,25,2
NL_0310,De Bilt,32501,16619,30,51,2590,1404,3533,1227,2042,1434,1609,723,386,1279,71,84,19,49,15,10,23,28,12
NL_1921,De Friese Meren,39566,15583,31,44,2203,1834,1716,1471,3697,1572,718,492,580,900,71,94,54,33,21,8,13,21,10
NL_1663,De Marne,8144,3545,17,16,322,393,250,462,654,336,330,186,105,398,5,24,9,14,5,2,4,10,3
NL_0736,De Ronde Venen,32631,14116,52,37,2565,862,2393,658,2609,1913,721,463,555,913,118,101,48,30,11,6,30,27,4
NL_1690,De Wolden,18582,7902,25,14,1553,828,980,543,1632,785,418,284,226,491,27,32,18,9,9,8,8,9,3
NL_0503,Delft,74163,31646,75,186,3144,3219,7791,2714,2782,3600,3611,1360,725,1314,178,583,77,86,47,19,56,57,22
NL_0010,Delfzijl,20334,6205,16,45,515,789,531,943,850,971,195,288,326,578,32,39,39,11,6,6,3,21,3
NL_0400,Den Helder,44865,13201,41,44,1579,1085,1534,1289,1592,2898,514,722,771,721,92,140,69,32,14,3,11,44,6
NL_0762,Deurne,24942,8290,13,39,1029,433,830,953,1606,1210,331,200,1457,63,24,46,17,13,9,4,7,5,4
NL_0150,Deventer,73721,27649,80,96,2990,3804,4888,2467,3785,2538,3143,1245,846,1143,130,209,71,77,40,15,38,37,7
NL_0384,Diemen,19278,7134,28,32,772,942,1220,804,532,1021,741,374,283,122,39,128,30,20,9,5,15,14,3
NL_1774,Dinkelland,19957,7525,16,6,749,291,638,341,4104,687,212,133,196,61,20,34,10,8,5,3,5,3,3
NL_0221,Doesburg,8970,3350,10,8,365,350,570,503,448,435,237,146,118,83,14,29,5,6,5,5,8,3,2
NL_0222,Doetinchem,43948,15720,30,51,1794,1841,2099,2060,2762,1844,1027,561,554,787,66,125,37,18,14,7,15,22,6
NL_0766,Dongen,19768,6456,21,19,898,593,1015,663,1278,871,253,241,343,139,26,36,17,13,4,4,4,15,6
NL_0058,Dongeradeel,18665,6826,14,17,473,658,515,561,2282,590,318,256,186,808,45,32,17,8,3,4,4,29,6
NL_0505,Dordrecht,88988,31457,99,117,2965,3076,4264,3263,3387,4977,2076,1659,1030,3672,199,285,87,70,53,24,45,101,8
NL_0498,Drechterland,14706,5568,8,18,1028,422,776,482,1037,817,246,200,307,70,53,47,18,7,6,8,9,5,4
NL_1719,Drimmelen,21120,7118,18,16,1093,544,1016,759,1246,1170,294,278,467,82,32,47,19,12,6,6,6,3,4
NL_0303,Dronten,29769,11886,26,38,1776,809,1360,885,2720,1553,514,354,363,1223,57,69,43,20,20,8,10,37,8
NL_0225,Druten,13994,4695,8,31,676,477,704,573,748,700,203,157,284,50,15,34,9,8,2,2,11,2,3
NL_0226,Duiven,19586,6584,28,18,885,593,1050,803,1102,912,353,227,319,185,23,29,15,6,13,2,8,11,2
NL_1711,Echt-Susteren,25854,9004,23,28,663,549,802,914,2275,2297,370,379,475,77,32,54,17,11,13,2,12,10,2
NL_0385,Edam-Volendam,22224,8226,6,27,928,417,686,425,1539,2864,396,297,322,108,76,56,34,8,7,4,4,18,4
NL_0228,Ede,83273,36009,62,67,3597,2177,4090,1670,5744,3787,1831,995,912,10399,157,187,69,43,29,51,28,110,4
NL_0317,Eemnes,6672,3033,12,12,516,253,521,241,536,371,133,142,95,151,7,23,7,2,5,0,2,5,0
NL_1651,Eemsmond,12489,5283,9,12,408,588,390,777,975,550,306,230,153,782,11,34,14,15,4,4,4,22,4
NL_0770,Eersel,14641,5080,8,22,675,284,778,447,1503,571,215,152,293,50,14,25,14,11,5,3,4,5,3
NL_1903,Eijsden-Margraten,20089,7825,18,28,840,899,1149,628,1812,1158,497,278,323,51,25,36,21,29,5,7,11,4,6
NL_0772,Eindhoven,163709,55568,121,259,5994,5067,10167,6708,6168,7139,5021,2270,3674,1138,322,829,132,203,105,42,92,94,23
NL_0230,Elburg,17140,7516,10,15,634,292,444,332,1174,698,174,142,208,3279,16,25,23,13,4,3,4,26,0
NL_0114,Emmen,86254,25875,57,52,2171,3613,2762,3158,4490,4631,996,976,1079,1334,131,139,116,36,26,18,21,54,15
NL_0388,Enkhuizen,14199,5296,16,24,616,535,810,792,597,737,294,273,170,275,32,44,30,16,13,5,7,7,3
NL_0153,Enschede,119959,36678,62,133,3625,4236,5993,4144,5322,4722,2889,1311,767,2271,188,599,106,69,53,19,72,79,18
NL_0232,Epe,25577,10225,27,25,1458,944,1219,713,1786,1246,412,387,418,1393,34,36,39,14,9,7,11,44,3
NL_0233,Ermelo,20483,9453,21,15,957,448,828,436,1965,893,376,329,258,2753,38,43,25,13,11,3,2,36,3
NL_0777,Etten-Leur,32447,10215,20,34,1472,771,1532,1023,1844,1765,460,389,510,124,56,91,16,17,14,7,11,53,6
NL_1722,Ferwerderadiel,6680,2479,3,8,270,245,190,242,781,220,84,97,76,228,9,9,5,5,0,2,0,4,2
NL_0070,Franekeradeel,15801,5902,11,17,639,782,605,611,1416,610,321,203,193,368,21,40,17,12,6,6,6,16,2
NL_0779,Geertruidenberg,17036,5105,17,18,731,342,613,542,897,1053,224,176,287,86,25,41,26,4,9,3,4,6,3
NL_0236,Geldermalsen,19887,8504,15,24,1227,679,1021,426,1189,1319,384,259,296,1488,39,63,30,21,3,3,8,8,2
NL_1771,Geldrop-Mierlo,30044,11062,26,38,1184,681,1679,1611,1627,1610,682,410,1077,187,57,94,22,27,13,5,14,16,2
NL_1652,Gemert-Bakel,22597,7517,13,32,728,384,733,1218,2001,1152,259,220,637,43,20,32,11,11,5,2,8,7,2
NL_0907,Gennep,13600,4599,8,21,520,360,580,977,855,614,201,148,170,40,21,43,6,12,10,2,5,5,2
NL_0689,Giessenlanden,11019,5219,9,7,794,420,418,308,1172,533,137,112,110,1096,12,22,7,8,11,0,4,38,4
NL_0784,Gilze en Rijen,19889,6782,10,31,927,600,931,757,1321,1044,306,240,445,51,29,34,13,10,4,3,7,17,2
NL_1924,Goeree-Overflakkee,37555,16723,42,32,1631,997,1105,1108,1950,2392,440,506,442,5797,56,60,52,17,9,3,5,71,8
NL_0664,Goes,29077,11635,34,31,1309,1006,1435,1263,1926,1215,576,465,323,1789,42,84,38,24,9,9,24,28,5
NL_0785,Goirle,18075,6402,15,23,931,548,1123,770,1133,766,390,228,321,41,23,30,17,11,10,4,6,9,3
NL_0512,Gorinchem,26314,9384,32,28,1166,985,1329,969,1004,1359,510,414,267,1080,43,86,22,15,17,2,7,45,4
NL_0513,Gouda,53208,22376,54,82,1937,2155,3795,1864,2211,3025,1858,997,540,3369,99,174,51,38,22,10,16,73,6
NL_0365,Graft-De Rijp,4995,2161,8,8,379,216,331,176,342,270,137,150,82,17,12,11,4,9,2,2,4,2,0
NL_0786,Grave,9546,3606,5,5,451,262,511,610,635,500,182,136,204,34,12,24,6,6,13,2,2,3,4
NL_0241,Groesbeek,15353,6075,9,14,609,587,789,814,1103,989,486,290,223,51,15,48,9,12,11,4,2,7,3
NL_0014,Groningen,156745,60899,118,301,4921,8800,12938,6868,4015,3738,8639,3430,970,3991,357,1110,125,234,90,48,83,99,24
NL_0015,Grootegast,9185,3238,7,19,271,204,229,263,908,322,162,95,88,608,14,16,3,8,4,0,2,13,2
NL_1729,Gulpen-Wittem,12241,4908,8,26,327,317,606,506,1391,842,373,184,210,44,14,26,2,5,5,6,5,7,4
NL_0158,Haaksbergen,18960,7242,9,30,802,542,837,538,2826,757,249,193,241,98,25,39,11,14,5,7,7,9,3
NL_0788,Haaren,10695,3693,9,11,570,206,526,301,1105,331,210,131,178,48,13,17,10,11,5,2,5,2,3
NL_0392,Haarlem,116303,45724,106,159,4489,5892,10243,4285,3662,4328,5536,3429,1287,1059,217,486,112,157,67,29,83,76,22
NL_0393,Haarlemmerliede en Spaarnwoude,4301,1674,5,1,251,142,289,127,246,266,115,112,50,31,6,21,3,5,0,0,4,0,0
NL_0394,Haarlemmermeer,105464,36969,110,121,6423,3027,5879,2549,4731,6012,2028,1782,1600,1675,307,304,122,58,63,25,67,59,27
NL_1655,Halderberge,23220,7018,18,22,1037,464,888,732,1373,1421,203,226,419,68,31,48,26,7,7,2,7,16,3
NL_0160,Hardenberg,45359,17021,34,37,1359,1236,1141,1161,5162,1726,447,369,471,3614,46,81,38,19,12,6,15,44,3
NL_0243,Harderwijk,34190,13616,38,31,1573,1025,1474,804,2629,1465,622,497,362,2820,70,86,37,18,15,12,12,25,12
NL_0523,Hardinxveld-Giessendam,13323,6142,6,16,384,327,230,264,779,644,78,115,138,3021,20,15,16,9,6,6,9,63,6
NL_0017,Haren,14668,8179,22,22,1230,901,1937,500,1003,409,841,332,208,616,17,40,24,28,15,3,21,9,3
NL_0072,Harlingen,12284,4595,15,18,478,689,496,592,643,613,261,236,191,272,18,30,15,11,3,7,3,4,0
NL_0244,Hattem,9092,4170,6,13,490,441,471,224,826,310,166,100,102,946,21,24,10,4,4,0,4,13,4
NL_0396,Heemskerk,30258,10635,43,28,1141,1143,1665,1138,1532,1682,712,479,511,241,84,101,38,12,22,8,23,23,9
NL_0397,Heemstede,20102,10309,26,32,2414,798,2541,494,1364,706,757,487,304,185,46,60,14,28,6,6,27,12,2
NL_0246,Heerde,14623,6057,17,22,660,499,506,409,1267,670,194,172,144,1407,12,19,17,9,3,4,0,25,3
NL_0074,Heerenveen,38884,15131,38,64,1902,2800,1981,1622,2213,1339,888,662,515,790,68,101,47,22,24,5,12,31,7
NL_0398,Heerhugowaard,39394,13046,38,39,1779,1244,2111,1671,1708,1877,651,605,538,431,75,124,41,23,24,14,26,22,5
NL_0917,Heerlen,70425,21346,69,74,1522,1614,2205,4364,2705,5071,900,940,1087,269,103,174,59,44,29,20,20,51,26
NL_1658,Heeze-Leende,12191,4806,10,18,723,327,756,416,1022,542,220,155,485,31,13,25,7,10,5,2,38,2,0
NL_0399,Heiloo,17772,8158,10,24,1381,858,1743,537,1189,736,595,474,279,145,35,75,16,14,15,6,13,11,2
NL_0163,Hellendoorn,27761,10570,20,28,866,713,916,836,4383,981,405,240,269,750,38,53,20,13,8,2,9,19,2
NL_0530,Hellevoetsluis,30451,9958,42,39,1453,898,1233,971,857,2457,421,520,472,334,64,82,35,16,15,9,14,25,9
NL_0794,Helmond,65107,20258,51,97,2272,1156,2175,3246,2249,4379,886,572,2523,234,112,137,43,27,26,10,31,24,8
NL_0531,Hendrik-Ido-Ambacht,21599,8495,20,21,902,505,872,583,984,1170,193,315,239,2524,47,54,25,6,8,6,4,16,4
NL_0164,Hengelo,62173,21552,72,68,1993,2260,2971,3511,4555,2365,1278,740,525,735,87,187,53,36,31,7,25,42,11
NL_0063,het Bildt,7937,2819,6,6,327,375,193,331,755,301,127,109,106,120,3,23,11,10,3,4,5,6,0
NL_0252,Heumen,12649,5692,11,18,711,617,1077,635,1049,507,506,242,196,52,12,20,9,11,7,0,6,6,0
NL_0797,Heusden,33318,11224,23,42,1629,701,1665,1127,2489,1801,419,375,557,188,46,69,20,20,9,5,16,15,8
NL_0534,Hillegom,16050,6457,12,19,1116,481,1048,431,1039,1032,311,331,293,162,51,56,28,16,8,6,7,8,2
NL_0798,Hilvarenbeek,11829,4595,8,10,599,257,589,402,1649,412,216,179,173,30,10,22,5,10,11,2,8,2,2
NL_0402,Hilversum,64845,26336,70,110,3593,2521,5852,2594,2459,2900,2226,1314,803,1157,151,296,92,65,37,14,40,32,10
NL_1735,Hof van Twente,27419,11856,18,18,1366,1034,1251,940,4981,940,434,221,293,224,36,36,19,13,14,6,2,10,0
NL_1911,Hollands Kroon,36508,13134,36,40,2168,1089,1480,1199,2399,2105,501,505,857,396,97,108,52,30,15,12,21,19,5
NL_0118,Hoogeveen,42385,14499,29,27,1202,1332,1175,1682,3534,2004,470,350,433,1960,78,67,53,11,13,4,6,62,7
NL_0018,Hoogezand-Sappemeer,26885,8564,16,36,812,1241,949,1562,737,1235,447,350,362,618,34,80,33,8,5,10,9,17,3
NL_0405,Hoorn,54276,18846,59,67,2255,2190,3229,2547,1897,2543,1508,938,721,355,123,191,65,44,25,12,28,38,11
NL_1507,Horst aan de Maas,32124,10847,15,59,1095,665,1158,1667,3269,1562,320,244,554,80,36,55,16,19,7,5,11,9,5
NL_0321,Houten,35682,16087,25,30,2071,1409,2953,1155,1974,1616,1426,589,374,2134,58,127,34,21,27,17,22,21,4
NL_0406,Huizen,31949,13148,25,40,1998,928,2195,748,1926,1529,789,574,543,1507,93,88,54,24,15,7,29,33,3
NL_0677,Hulst,20491,7326,22,24,896,662,837,863,1421,1389,236,271,432,119,16,37,11,16,11,6,38,13,6
NL_0353,IJsselstein,25507,9088,24,26,1305,755,1773,770,1235,1265,545,340,358,494,47,54,26,12,20,5,17,15,2
NL_1884,Kaag en Braassem,19902,8184,14,43,1436,496,1331,429,1805,1162,370,319,382,205,47,61,30,12,20,3,10,5,4
NL_0166,Kampen,37854,16473,20,31,1040,963,1120,1421,3131,1593,776,346,273,5506,50,62,44,14,9,4,7,59,4
NL_0678,Kapelle,9429,4379,4,16,603,298,376,326,754,396,143,128,138,1127,17,23,5,9,2,2,5,8,0
NL_0537,Katwijk,46878,17152,29,47,1466,802,1241,826,3533,2620,419,472,557,4712,107,137,54,23,22,5,20,57,3
NL_0928,Kerkrade,36119,10538,34,45,604,899,799,1764,1500,3317,357,444,484,74,39,65,35,26,16,5,9,14,8
NL_1598,Koggenland,17078,6332,19,13,1132,485,752,548,1460,834,296,284,277,75,33,47,28,9,12,7,13,5,3
NL_0079,Kollumerland en Nieuwkruisland,9977,3461,13,19,292,279,190,283,1090,428,124,109,110,444,22,24,7,5,2,2,3,14,2
NL_0588,Korendijk,8297,3664,3,10,407,205,289,251,486,530,115,144,85,1068,19,8,9,4,4,4,6,19,4
NL_0542,Krimpen aan den IJssel,22221,10025,19,16,1039,672,1045,613,1060,1602,357,341,290,2756,35,65,32,16,7,5,9,44,2
NL_1659,Laarbeek,17032,5576,14,22,640,357,634,729,1104,803,228,154,745,60,16,36,7,6,4,2,5,5,5
NL_1685,Landerd,11809,4351,8,12,589,280,526,630,1137,525,128,107,315,44,10,22,3,2,5,2,0,4,2
NL_0882,Landgraaf,30260,9133,16,31,586,753,737,1533,1378,2599,362,448,443,63,31,63,26,18,11,6,9,15,5
NL_0415,Landsmeer,8265,3411,8,7,493,430,563,316,290,524,298,235,120,46,22,27,14,5,4,2,2,3,2
NL_0416,Langedijk,20699,7819,14,31,1236,694,1286,670,1121,1001,464,357,338,365,50,94,18,13,12,12,13,30,0
NL_1621,Lansingerland,41241,16562,22,42,2841,1038,2694,871,2926,2403,664,617,467,1611,101,113,40,18,28,8,20,31,7
NL_0417,Laren,8555,4173,10,14,1267,220,885,178,564,412,146,186,146,39,27,24,15,11,8,2,13,5,2
NL_0022,Leek,15053,6107,23,22,575,692,720,658,1054,594,408,216,224,800,24,38,19,14,6,3,3,13,3
NL_0545,Leerdam,15442,5981,15,13,617,515,490,391,933,970,180,172,176,1398,22,33,19,5,5,5,5,16,5
NL_0080,Leeuwarden,84016,31289,91,134,2765,5631,4434,3622,3460,2922,2887,1665,1077,1681,168,386,79,72,49,21,48,86,11
NL_0081,Leeuwarderadeel,8069,3362,10,9,364,678,326,403,715,269,129,137,94,171,11,25,4,7,2,4,2,3,0
NL_0546,Leiden,91456,39904,92,193,3809,4738,10206,3374,2759,3945,5543,2102,743,1209,206,598,64,122,60,23,49,56,13
NL_0547,Leiderdorp,20426,9063,18,31,1299,892,1899,614,1201,1080,686,402,342,394,67,71,13,19,14,6,6,8,6
NL_1916,Leidschendam-Voorburg,56057,24606,62,88,4078,1959,5225,1795,3219,3238,1509,1209,878,772,141,188,55,38,35,15,55,40,7
NL_0995,Lelystad,56229,19121,58,77,2168,1868,2483,2082,1817,3678,1196,1007,781,1228,118,177,119,39,94,9,41,67,14
NL_1640,Leudal,28583,9801,14,54,1078,520,1182,1052,2954,1593,363,296,444,89,67,31,10,14,11,7,6,15,6
NL_0327,Leusden,22444,10809,20,33,1609,827,2074,839,1702,916,709,372,298,1169,63,62,29,26,12,2,18,20,9
NL_0733,Lingewaal,8542,3654,10,12,455,310,336,216,677,551,132,136,90,671,11,13,2,4,5,2,4,18,0
NL_1705,Lingewaard,35416,11673,28,49,1652,1025,1876,1386,2084,1540,720,405,515,165,51,69,17,28,25,16,9,11,2
NL_0553,Lisse,17121,7155,11,24,1079,411,1077,443,1359,981,248,251,361,772,31,52,20,7,5,5,8,10,0
NL_0140,Littenseradiel,8291,3527,5,8,492,518,342,292,934,213,265,119,120,150,13,20,7,9,3,3,5,9,0
NL_0262,Lochem,26385,12128,36,49,2059,1261,2225,879,2591,776,944,467,444,227,26,54,17,25,13,2,20,11,2
NL_0809,Loon op Zand,18185,5858,3,28,897,390,765,530,1218,1002,250,241,316,111,23,32,10,17,10,3,5,4,3
